POSTCODE;KELURAHAN;KECAMATAN;JENIS;KABUPATEN;PROVINSI;;
70248;Pemurus Dalam;Banjarmasin Selatan;Kota;Banjarmasin;Kalimantan Selatan;;
70249;Pemurus Baru;Banjarmasin Selatan;Kota;Banjarmasin;Kalimantan Selatan;;
53411;Semarang;Banjarnegara;Kab.;Banjarnegara;Jawa Tengah;;
53412;Parakancanggah;Banjarnegara;Kab.;Banjarnegara;Jawa Tengah;;
53413;Sokanandi;Banjarnegara;Kab.;Banjarnegara;Jawa Tengah;;
53414;Krandegan;Banjarnegara;Kab.;Banjarnegara;Jawa Tengah;;
53416;Karangtengah;Banjarnegara;Kab.;Banjarnegara;Jawa Tengah;;
53417;Wangon;Banjarnegara;Kab.;Banjarnegara;Jawa Tengah;;
53418;Ampelsari;Banjarnegara;Kab.;Banjarnegara;Jawa Tengah;;
53418;Argasoka;Banjarnegara;Kab.;Banjarnegara;Jawa Tengah;;
53418;Cendana;Banjarnegara;Kab.;Banjarnegara;Jawa Tengah;;
53418;Duren;Pagedongan;Kab.;Banjarnegara;Jawa Tengah;;
53418;Gentansari;Pagedongan;Kab.;Banjarnegara;Jawa Tengah;;
53418;Gunungjati;Pagedongan;Kab.;Banjarnegara;Jawa Tengah;;
53418;Kebutuhduwur;Pagedongan;Kab.;Banjarnegara;Jawa Tengah;;
53418;Kebutuhjurang;Pagedongan;Kab.;Banjarnegara;Jawa Tengah;;
53418;Kuta Banjarnegara;Banjarnegara;Kab.;Banjarnegara;Jawa Tengah;;
53418;Lebakwangi;Pagedongan;Kab.;Banjarnegara;Jawa Tengah;;
53418;Pagedongan;Pagedongan;Kab.;Banjarnegara;Jawa Tengah;;
53418;Pesangkalan;Pagedongan;Kab.;Banjarnegara;Jawa Tengah;;
53418;Semampir;Banjarnegara;Kab.;Banjarnegara;Jawa Tengah;;
53418;Sokayasa;Banjarnegara;Kab.;Banjarnegara;Jawa Tengah;;
53418;Tlagawera;Banjarnegara;Kab.;Banjarnegara;Jawa Tengah;;
53418;Twelagiri;Pagedongan;Kab.;Banjarnegara;Jawa Tengah;;
53452;Banjarkulon;Banjarmangu;Kab.;Banjarnegara;Jawa Tengah;;
53452;Banjarmangu;Banjarmangu;Kab.;Banjarnegara;Jawa Tengah;;
53452;Beji;Banjarmangu;Kab.;Banjarnegara;Jawa Tengah;;
53452;Gripit;Banjarmangu;Kab.;Banjarnegara;Jawa Tengah;;
53452;Jenggawur;Banjarmangu;Kab.;Banjarnegara;Jawa Tengah;;
53452;Kalilunjar;Banjarmangu;Kab.;Banjarnegara;Jawa Tengah;;
53452;Kendaga;Banjarmangu;Kab.;Banjarnegara;Jawa Tengah;;
53452;Kesenet;Banjarmangu;Kab.;Banjarnegara;Jawa Tengah;;
53452;Majatengah;Banjarmangu;Kab.;Banjarnegara;Jawa Tengah;;
53452;Paseh;Banjarmangu;Kab.;Banjarnegara;Jawa Tengah;;
53452;Pekandangan;Banjarmangu;Kab.;Banjarnegara;Jawa Tengah;;
53452;Prendengan;Banjarmangu;Kab.;Banjarnegara;Jawa Tengah;;
53452;Rejasari;Banjarmangu;Kab.;Banjarnegara;Jawa Tengah;;
53452;Sigeblog;Banjarmangu;Kab.;Banjarnegara;Jawa Tengah;;
53452;Sijenggung;Banjarmangu;Kab.;Banjarnegara;Jawa Tengah;;
53452;Sijeruk;Banjarmangu;Kab.;Banjarnegara;Jawa Tengah;;
53452;Sipedang;Banjarmangu;Kab.;Banjarnegara;Jawa Tengah;;
53453;Ambal;Karangkobar;Kab.;Banjarnegara;Jawa Tengah;;
53453;Binangun;Karangkobar;Kab.;Banjarnegara;Jawa Tengah;;
53453;Gumelar;Karangkobar;Kab.;Banjarnegara;Jawa Tengah;;
53453;Jlegong;Karangkobar;Kab.;Banjarnegara;Jawa Tengah;;
53453;Karanggondang;Karangkobar;Kab.;Banjarnegara;Jawa Tengah;;
53453;Karangkobar;Karangkobar;Kab.;Banjarnegara;Jawa Tengah;;
53453;Leksana;Karangkobar;Kab.;Banjarnegara;Jawa Tengah;;
53453;Pagerpelah;Karangkobar;Kab.;Banjarnegara;Jawa Tengah;;
53453;Pasuruhan;Karangkobar;Kab.;Banjarnegara;Jawa Tengah;;
53453;Paweden;Karangkobar;Kab.;Banjarnegara;Jawa Tengah;;
53453;Purwodadi;Karangkobar;Kab.;Banjarnegara;Jawa Tengah;;
53453;Sampang;Karangkobar;Kab.;Banjarnegara;Jawa Tengah;;
53453;Slatri;Karangkobar;Kab.;Banjarnegara;Jawa Tengah;;
53454;Beji;Pejawaran;Kab.;Banjarnegara;Jawa Tengah;;
53454;Biting;Pejawaran;Kab.;Banjarnegara;Jawa Tengah;;
53454;Condong Campur;Pejawaran;Kab.;Banjarnegara;Jawa Tengah;;
53454;Darmayasa;Pejawaran;Kab.;Banjarnegara;Jawa Tengah;;
53454;Gembol;Pejawaran;Kab.;Banjarnegara;Jawa Tengah;;
53454;Giritirta;Pejawaran;Kab.;Banjarnegara;Jawa Tengah;;
53454;Grogol;Pejawaran;Kab.;Banjarnegara;Jawa Tengah;;
53454;Kalilunjar;Pejawaran;Kab.;Banjarnegara;Jawa Tengah;;
53454;Karangsari;Pejawaran;Kab.;Banjarnegara;Jawa Tengah;;
53454;Panusupan;Pejawaran;Kab.;Banjarnegara;Jawa Tengah;;
53454;Pegundungan;Pejawaran;Kab.;Banjarnegara;Jawa Tengah;;
53454;Pejawaran;Pejawaran;Kab.;Banjarnegara;Jawa Tengah;;
53454;Ratamba;Pejawaran;Kab.;Banjarnegara;Jawa Tengah;;
53454;Sarwodadi;Pejawaran;Kab.;Banjarnegara;Jawa Tengah;;
53454;Semangkung;Pejawaran;Kab.;Banjarnegara;Jawa Tengah;;
53454;Sidengok;Pejawaran;Kab.;Banjarnegara;Jawa Tengah;;
53454;Tlahap;Pejawaran;Kab.;Banjarnegara;Jawa Tengah;;
53455;Aribaya;Pagentan;Kab.;Banjarnegara;Jawa Tengah;;
53455;Babadan;Pagentan;Kab.;Banjarnegara;Jawa Tengah;;
53455;Gumingsir;Pagentan;Kab.;Banjarnegara;Jawa Tengah;;
53455;Kalitlaga;Pagentan;Kab.;Banjarnegara;Jawa Tengah;;
53455;Karangnangka;Pagentan;Kab.;Banjarnegara;Jawa Tengah;;
53455;Karekan;Pagentan;Kab.;Banjarnegara;Jawa Tengah;;
53455;Kasmaran;Pagentan;Kab.;Banjarnegara;Jawa Tengah;;
53455;Kayuares;Pagentan;Kab.;Banjarnegara;Jawa Tengah;;
53455;Larangan;Pagentan;Kab.;Banjarnegara;Jawa Tengah;;
53455;Majasari;Pagentan;Kab.;Banjarnegara;Jawa Tengah;;
53455;Metawana;Pagentan;Kab.;Banjarnegara;Jawa Tengah;;
53455;Nagasari;Pagentan;Kab.;Banjarnegara;Jawa Tengah;;
53455;Pagentan;Pagentan;Kab.;Banjarnegara;Jawa Tengah;;
53455;Plumbungan;Pagentan;Kab.;Banjarnegara;Jawa Tengah;;
53455;Sokaraja;Pagentan;Kab.;Banjarnegara;Jawa Tengah;;
53455;Tegaljeruk;Pagentan;Kab.;Banjarnegara;Jawa Tengah;;
53456;Bakal;Batur;Kab.;Banjarnegara;Jawa Tengah;;
53456;Batur;Batur;Kab.;Banjarnegara;Jawa Tengah;;
53456;Dieng Kulon;Batur;Kab.;Banjarnegara;Jawa Tengah;;
53456;Karangtengah;Batur;Kab.;Banjarnegara;Jawa Tengah;;
53456;Kepakisan;Batur;Kab.;Banjarnegara;Jawa Tengah;;
53456;Pasurenan;Batur;Kab.;Banjarnegara;Jawa Tengah;;
53456;Pekasiran;Batur;Kab.;Banjarnegara;Jawa Tengah;;
53456;Sumberejo;Batur;Kab.;Banjarnegara;Jawa Tengah;;
53457;Balun;Wanayasa;Kab.;Banjarnegara;Jawa Tengah;;
53457;Bantar;Wanayasa;Kab.;Banjarnegara;Jawa Tengah;;
53457;Dawuhan;Wanayasa;Kab.;Banjarnegara;Jawa Tengah;;
53457;Jatilawang;Wanayasa;Kab.;Banjarnegara;Jawa Tengah;;
53457;Karangtengah;Wanayasa;Kab.;Banjarnegara;Jawa Tengah;;
53457;Kasimpar;Wanayasa;Kab.;Banjarnegara;Jawa Tengah;;
53457;Kubang;Wanayasa;Kab.;Banjarnegara;Jawa Tengah;;
53457;Legoksayem;Wanayasa;Kab.;Banjarnegara;Jawa Tengah;;
53457;Pagergunung;Wanayasa;Kab.;Banjarnegara;Jawa Tengah;;
53457;Pandansari;Wanayasa;Kab.;Banjarnegara;Jawa Tengah;;
53457;Penanggungan;Wanayasa;Kab.;Banjarnegara;Jawa Tengah;;
53457;Pesantren;Wanayasa;Kab.;Banjarnegara;Jawa Tengah;;
53457;Susukan;Wanayasa;Kab.;Banjarnegara;Jawa Tengah;;
53457;Suwidak;Wanayasa;Kab.;Banjarnegara;Jawa Tengah;;
53457;Tempuran;Wanayasa;Kab.;Banjarnegara;Jawa Tengah;;
53457;Wanaraja;Wanayasa;Kab.;Banjarnegara;Jawa Tengah;;
53457;Wanayasa;Wanayasa;Kab.;Banjarnegara;Jawa Tengah;;
53458;Asinan;Kalibening;Kab.;Banjarnegara;Jawa Tengah;;
53458;Bedana;Kalibening;Kab.;Banjarnegara;Jawa Tengah;;
53458;Beji;Pandanarum;Kab.;Banjarnegara;Jawa Tengah;;
53458;Gununglangit;Kalibening;Kab.;Banjarnegara;Jawa Tengah;;
53458;Kalibening;Kalibening;Kab.;Banjarnegara;Jawa Tengah;;
53458;Kalibombong;Kalibening;Kab.;Banjarnegara;Jawa Tengah;;
53458;Kalisat Kidul;Kalibening;Kab.;Banjarnegara;Jawa Tengah;;
53458;Karang Anyar;Kalibening;Kab.;Banjarnegara;Jawa Tengah;;
53458;Kasinoman;Kalibening;Kab.;Banjarnegara;Jawa Tengah;;
53458;Kertasari;Kalibening;Kab.;Banjarnegara;Jawa Tengah;;
53458;Lawen;Pandanarum;Kab.;Banjarnegara;Jawa Tengah;;
53458;Majatengah;Kalibening;Kab.;Banjarnegara;Jawa Tengah;;
53458;Pandanarum;Pandanarum;Kab.;Banjarnegara;Jawa Tengah;;
53458;Pasegeran;Pandanarum;Kab.;Banjarnegara;Jawa Tengah;;
53458;Pingit Lor;Pandanarum;Kab.;Banjarnegara;Jawa Tengah;;
53458;Plorengan;Kalibening;Kab.;Banjarnegara;Jawa Tengah;;
53458;Pringamba;Pandanarum;Kab.;Banjarnegara;Jawa Tengah;;
53458;Sembawa;Kalibening;Kab.;Banjarnegara;Jawa Tengah;;
53458;Sidakangen;Kalibening;Kab.;Banjarnegara;Jawa Tengah;;
53458;Sikumpul;Kalibening;Kab.;Banjarnegara;Jawa Tengah;;
53458;Sinduaji;Pandanarum;Kab.;Banjarnegara;Jawa Tengah;;
53458;Sirongge;Pandanarum;Kab.;Banjarnegara;Jawa Tengah;;
53458;Sirukem;Kalibening;Kab.;Banjarnegara;Jawa Tengah;;
53458;Sirukun;Kalibening;Kab.;Banjarnegara;Jawa Tengah;;
53461;Gumingsir;Wanadadi (Wonodadi);Kab.;Banjarnegara;Jawa Tengah;;
53461;Kandangwangi;Wanadadi (Wonodadi);Kab.;Banjarnegara;Jawa Tengah;;
53461;Karangjambe;Wanadadi (Wonodadi);Kab.;Banjarnegara;Jawa Tengah;;
53461;Karangkemiri;Wanadadi (Wonodadi);Kab.;Banjarnegara;Jawa Tengah;;
53461;Kasalib;Wanadadi (Wonodadi);Kab.;Banjarnegara;Jawa Tengah;;
53461;Lemahjaya;Wanadadi (Wonodadi);Kab.;Banjarnegara;Jawa Tengah;;
53461;Linggasari;Wanadadi (Wonodadi);Kab.;Banjarnegara;Jawa Tengah;;
53461;Medayu;Wanadadi (Wonodadi);Kab.;Banjarnegara;Jawa Tengah;;
53461;Tapen;Wanadadi (Wonodadi);Kab.;Banjarnegara;Jawa Tengah;;
53461;Wanadadi;Wanadadi (Wonodadi);Kab.;Banjarnegara;Jawa Tengah;;
53461;Wanakarsa;Wanadadi (Wonodadi);Kab.;Banjarnegara;Jawa Tengah;;
53462;Badakarya;Punggelan;Kab.;Banjarnegara;Jawa Tengah;;
53462;Bondolharjo;Punggelan;Kab.;Banjarnegara;Jawa Tengah;;
53462;Danakerta;Punggelan;Kab.;Banjarnegara;Jawa Tengah;;
53462;Jembangan;Punggelan;Kab.;Banjarnegara;Jawa Tengah;;
53462;Karangsari;Punggelan;Kab.;Banjarnegara;Jawa Tengah;;
53462;Kecepit;Punggelan;Kab.;Banjarnegara;Jawa Tengah;;
53462;Klapa;Punggelan;Kab.;Banjarnegara;Jawa Tengah;;
53462;Mlaya;Punggelan;Kab.;Banjarnegara;Jawa Tengah;;
53462;Petuguran;Punggelan;Kab.;Banjarnegara;Jawa Tengah;;
53462;Punggelan;Punggelan;Kab.;Banjarnegara;Jawa Tengah;;
53462;Purwasana;Punggelan;Kab.;Banjarnegara;Jawa Tengah;;
53462;Sambong;Punggelan;Kab.;Banjarnegara;Jawa Tengah;;
53462;Sawangan;Punggelan;Kab.;Banjarnegara;Jawa Tengah;;
53462;Sidarata;Punggelan;Kab.;Banjarnegara;Jawa Tengah;;
53462;Tanjungtirta;Punggelan;Kab.;Banjarnegara;Jawa Tengah;;
53462;Tlaga;Punggelan;Kab.;Banjarnegara;Jawa Tengah;;
53462;Tribuana;Punggelan;Kab.;Banjarnegara;Jawa Tengah;;
53463;Adipasir;Rakit;Kab.;Banjarnegara;Jawa Tengah;;
53463;Badamita;Rakit;Kab.;Banjarnegara;Jawa Tengah;;
53463;Bandingan;Rakit;Kab.;Banjarnegara;Jawa Tengah;;
53463;Gelang;Rakit;Kab.;Banjarnegara;Jawa Tengah;;
53463;Kincang;Rakit;Kab.;Banjarnegara;Jawa Tengah;;
53463;Lengkong;Rakit;Kab.;Banjarnegara;Jawa Tengah;;
53463;Luwung;Rakit;Kab.;Banjarnegara;Jawa Tengah;;
53463;Pingit;Rakit;Kab.;Banjarnegara;Jawa Tengah;;
53463;Rakit;Rakit;Kab.;Banjarnegara;Jawa Tengah;;
53463;Situwangi;Rakit;Kab.;Banjarnegara;Jawa Tengah;;
53463;Tanjunganom;Rakit;Kab.;Banjarnegara;Jawa Tengah;;
53471;Bandingan;Bawang;Kab.;Banjarnegara;Jawa Tengah;;
53471;Bawang;Bawang;Kab.;Banjarnegara;Jawa Tengah;;
53471;Binorong;Bawang;Kab.;Banjarnegara;Jawa Tengah;;
53471;Blambangan;Bawang;Kab.;Banjarnegara;Jawa Tengah;;
53471;Depok;Bawang;Kab.;Banjarnegara;Jawa Tengah;;
53471;Gemuruh;Bawang;Kab.;Banjarnegara;Jawa Tengah;;
53471;Joho;Bawang;Kab.;Banjarnegara;Jawa Tengah;;
53471;Kebondalem;Bawang;Kab.;Banjarnegara;Jawa Tengah;;
53471;Kutayasa;Bawang;Kab.;Banjarnegara;Jawa Tengah;;
53471;Majalengka;Bawang;Kab.;Banjarnegara;Jawa Tengah;;
53471;Mantrianom;Bawang;Kab.;Banjarnegara;Jawa Tengah;;
53471;Masaran;Bawang;Kab.;Banjarnegara;Jawa Tengah;;
53471;Pucang;Bawang;Kab.;Banjarnegara;Jawa Tengah;;
53471;Serang;Bawang;Kab.;Banjarnegara;Jawa Tengah;;
53471;Wanadri;Bawang;Kab.;Banjarnegara;Jawa Tengah;;
53471;Watuurip;Bawang;Kab.;Banjarnegara;Jawa Tengah;;
53471;Winong;Bawang;Kab.;Banjarnegara;Jawa Tengah;;
53471;Wiramastra;Bawang;Kab.;Banjarnegara;Jawa Tengah;;
53472;Danaraja;Purwonegoro;Kab.;Banjarnegara;Jawa Tengah;;
53472;Gumiwang;Purwonegoro;Kab.;Banjarnegara;Jawa Tengah;;
53472;Kaliajir;Purwonegoro;Kab.;Banjarnegara;Jawa Tengah;;
53472;Kalipelus;Purwonegoro;Kab.;Banjarnegara;Jawa Tengah;;
53472;Kalitengah;Purwonegoro;Kab.;Banjarnegara;Jawa Tengah;;
53472;Karanganyar;Purwonegoro;Kab.;Banjarnegara;Jawa Tengah;;
53472;Kutawuluh;Purwonegoro;Kab.;Banjarnegara;Jawa Tengah;;
53472;Merden;Purwonegoro;Kab.;Banjarnegara;Jawa Tengah;;
53472;Mertasari;Purwonegoro;Kab.;Banjarnegara;Jawa Tengah;;
53472;Parakan;Purwonegoro;Kab.;Banjarnegara;Jawa Tengah;;
53472;Petir;Purwonegoro;Kab.;Banjarnegara;Jawa Tengah;;
53472;Pucungbedug;Purwonegoro;Kab.;Banjarnegara;Jawa Tengah;;
53472;Purwonegoro;Purwonegoro;Kab.;Banjarnegara;Jawa Tengah;;
53473;Banjengan;Mandiraja;Kab.;Banjarnegara;Jawa Tengah;;
53473;Blimbing;Mandiraja;Kab.;Banjarnegara;Jawa Tengah;;
53473;Candiwulan;Mandiraja;Kab.;Banjarnegara;Jawa Tengah;;
53473;Glempang;Mandiraja;Kab.;Banjarnegara;Jawa Tengah;;
53473;Jalatunda;Mandiraja;Kab.;Banjarnegara;Jawa Tengah;;
53473;Kaliwungu;Mandiraja;Kab.;Banjarnegara;Jawa Tengah;;
53473;Kebakalan;Mandiraja;Kab.;Banjarnegara;Jawa Tengah;;
53473;Kebanaran;Mandiraja;Kab.;Banjarnegara;Jawa Tengah;;
53473;Kertayasa;Mandiraja;Kab.;Banjarnegara;Jawa Tengah;;
53473;Mandiraja Kulon;Mandiraja;Kab.;Banjarnegara;Jawa Tengah;;
53473;Mandiraja Wetan;Mandiraja;Kab.;Banjarnegara;Jawa Tengah;;
53473;Panggisari;Mandiraja;Kab.;Banjarnegara;Jawa Tengah;;
53473;Purwasaba;Mandiraja;Kab.;Banjarnegara;Jawa Tengah;;
53473;Salamerta;Mandiraja;Kab.;Banjarnegara;Jawa Tengah;;
53473;Simbang;Mandiraja;Kab.;Banjarnegara;Jawa Tengah;;
53473;Somawangi;Mandiraja;Kab.;Banjarnegara;Jawa Tengah;;
53474;Kalilandak;Purworejo Klampok;Kab.;Banjarnegara;Jawa Tengah;;
53474;Kalimandi;Purworejo Klampok;Kab.;Banjarnegara;Jawa Tengah;;
53474;Kaliwinasuh;Purworejo Klampok;Kab.;Banjarnegara;Jawa Tengah;;
53474;Kecitran;Purworejo Klampok;Kab.;Banjarnegara;Jawa Tengah;;
53474;Klampok;Purworejo Klampok;Kab.;Banjarnegara;Jawa Tengah;;
53474;Pagak;Purworejo Klampok;Kab.;Banjarnegara;Jawa Tengah;;
53474;Purworejo;Purworejo Klampok;Kab.;Banjarnegara;Jawa Tengah;;
53474;Sirkandi;Purworejo Klampok;Kab.;Banjarnegara;Jawa Tengah;;
53475;Berta;Susukan;Kab.;Banjarnegara;Jawa Tengah;;
53475;Brengkok;Susukan;Kab.;Banjarnegara;Jawa Tengah;;
53475;Derik;Susukan;Kab.;Banjarnegara;Jawa Tengah;;
53475;Dermasari;Susukan;Kab.;Banjarnegara;Jawa Tengah;;
53475;Gumelem Kulon;Susukan;Kab.;Banjarnegara;Jawa Tengah;;
53475;Gumelem Wetan;Susukan;Kab.;Banjarnegara;Jawa Tengah;;
53475;Karangjati;Susukan;Kab.;Banjarnegara;Jawa Tengah;;
53475;Karangsalam;Susukan;Kab.;Banjarnegara;Jawa Tengah;;
53475;Kedawung;Susukan;Kab.;Banjarnegara;Jawa Tengah;;
53475;Kemranggon;Susukan;Kab.;Banjarnegara;Jawa Tengah;;
53475;Pakikiran;Susukan;Kab.;Banjarnegara;Jawa Tengah;;
53475;Panerusan Kulon;Susukan;Kab.;Banjarnegara;Jawa Tengah;;
53475;Panerusan Wetan;Susukan;Kab.;Banjarnegara;Jawa Tengah;;
53475;Piasa Wetan;Susukan;Kab.;Banjarnegara;Jawa Tengah;;
53475;Susukan;Susukan;Kab.;Banjarnegara;Jawa Tengah;;
53481;Bandingan;Sigaluh;Kab.;Banjarnegara;Jawa Tengah;;
53481;Bojanegara;Sigaluh;Kab.;Banjarnegara;Jawa Tengah;;
53481;Gembongan;Sigaluh;Kab.;Banjarnegara;Jawa Tengah;;
53481;Kalibenda;Sigaluh;Kab.;Banjarnegara;Jawa Tengah;;
53481;Karangmangu;Sigaluh;Kab.;Banjarnegara;Jawa Tengah;;
53481;Kemiri;Sigaluh;Kab.;Banjarnegara;Jawa Tengah;;
53481;Panawaren;Sigaluh;Kab.;Banjarnegara;Jawa Tengah;;
53481;Prigi;Sigaluh;Kab.;Banjarnegara;Jawa Tengah;;
53481;Pringamba;Sigaluh;Kab.;Banjarnegara;Jawa Tengah;;
53481;Randegan;Sigaluh;Kab.;Banjarnegara;Jawa Tengah;;
53481;Sawal;Sigaluh;Kab.;Banjarnegara;Jawa Tengah;;
53481;Sigaluh;Sigaluh;Kab.;Banjarnegara;Jawa Tengah;;
53481;Singomerto (Singamerta);Sigaluh;Kab.;Banjarnegara;Jawa Tengah;;
53481;Tunggara;Sigaluh;Kab.;Banjarnegara;Jawa Tengah;;
53481;Wanacipta;Sigaluh;Kab.;Banjarnegara;Jawa Tengah;;
53482;Bantarwaru;Madukara;Kab.;Banjarnegara;Jawa Tengah;;
53482;Blitar;Madukara;Kab.;Banjarnegara;Jawa Tengah;;
53482;Clapar;Madukara;Kab.;Banjarnegara;Jawa Tengah;;
53482;Dawuhan;Madukara;Kab.;Banjarnegara;Jawa Tengah;;
53482;Gununggiana;Madukara;Kab.;Banjarnegara;Jawa Tengah;;
53482;Kaliurip;Madukara;Kab.;Banjarnegara;Jawa Tengah;;
53482;Karanganyar;Madukara;Kab.;Banjarnegara;Jawa Tengah;;
53482;Kenteng;Madukara;Kab.;Banjarnegara;Jawa Tengah;;
53482;Kutayasa;Madukara;Kab.;Banjarnegara;Jawa Tengah;;
53482;Limbangan;Madukara;Kab.;Banjarnegara;Jawa Tengah;;
53482;Madukara;Madukara;Kab.;Banjarnegara;Jawa Tengah;;
53482;Pagelak;Madukara;Kab.;Banjarnegara;Jawa Tengah;;
53482;Pakelen;Madukara;Kab.;Banjarnegara;Jawa Tengah;;
53482;Pekauman;Madukara;Kab.;Banjarnegara;Jawa Tengah;;
53482;Penawangan;Madukara;Kab.;Banjarnegara;Jawa Tengah;;
53482;Petambakan;Madukara;Kab.;Banjarnegara;Jawa Tengah;;
53482;Rakitan;Madukara;Kab.;Banjarnegara;Jawa Tengah;;
53482;Rejasa;Madukara;Kab.;Banjarnegara;Jawa Tengah;;
53482;Sered;Madukara;Kab.;Banjarnegara;Jawa Tengah;;
53482;Talunamba;Madukara;Kab.;Banjarnegara;Jawa Tengah;;
92411;Karatuang;Bantaeng;Kab.;Bantaeng;Sulawesi Selatan;;
92411;Kayu Loe;Bantaeng;Kab.;Bantaeng;Sulawesi Selatan;;
92411;Lembang;Bantaeng;Kab.;Bantaeng;Sulawesi Selatan;;
92411;Mallilingi;Bantaeng;Kab.;Bantaeng;Sulawesi Selatan;;
92411;Pallantikang;Bantaeng;Kab.;Bantaeng;Sulawesi Selatan;;
92411;Tappanjeng;Bantaeng;Kab.;Bantaeng;Sulawesi Selatan;;
92412;Lamalaka;Bantaeng;Kab.;Bantaeng;Sulawesi Selatan;;
92413;Onto;Bantaeng;Kab.;Bantaeng;Sulawesi Selatan;;
92414;Ulugalung;Eremerasa;Kab.;Bantaeng;Sulawesi Selatan;;
92415;Barua;Eremerasa;Kab.;Bantaeng;Sulawesi Selatan;;
92415;Kampala;Eremerasa;Kab.;Bantaeng;Sulawesi Selatan;;
92415;Letta;Bantaeng;Kab.;Bantaeng;Sulawesi Selatan;;
92415;Lonrong;Eremerasa;Kab.;Bantaeng;Sulawesi Selatan;;
92415;Mamampang;Eremerasa;Kab.;Bantaeng;Sulawesi Selatan;;
92415;Mappilawing;Eremerasa;Kab.;Bantaeng;Sulawesi Selatan;;
92415;Pa Bentengan;Eremerasa;Kab.;Bantaeng;Sulawesi Selatan;;
92415;Pa Bumbungan;Eremerasa;Kab.;Bantaeng;Sulawesi Selatan;;
92415;Parangloe;Eremerasa;Kab.;Bantaeng;Sulawesi Selatan;;
92451;Bonto Atu;Bissappu;Kab.;Bantaeng;Sulawesi Selatan;;
92451;Bonto Bulaeng;Sinoa;Kab.;Bantaeng;Sulawesi Selatan;;
92451;Bonto Cinde;Bissappu;Kab.;Bantaeng;Sulawesi Selatan;;
92451;Bonto Daeng;Uluere;Kab.;Bantaeng;Sulawesi Selatan;;
92451;Bonto Jai;Bissappu;Kab.;Bantaeng;Sulawesi Selatan;;
92451;Bonto Jaya;Bissappu;Kab.;Bantaeng;Sulawesi Selatan;;
92451;Bonto Karaeng;Sinoa;Kab.;Bantaeng;Sulawesi Selatan;;
92451;Bonto Langkasa;Bissappu;Kab.;Bantaeng;Sulawesi Selatan;;
92451;Bonto Lebang;Bissappu;Kab.;Bantaeng;Sulawesi Selatan;;
92451;Bonto Loe;Bissappu;Kab.;Bantaeng;Sulawesi Selatan;;
92451;Bonto Lojong;Uluere;Kab.;Bantaeng;Sulawesi Selatan;;
92451;Bonto Maccini;Sinoa;Kab.;Bantaeng;Sulawesi Selatan;;
92451;Bonto Majannang;Sinoa;Kab.;Bantaeng;Sulawesi Selatan;;
92451;Bonto Manai;Bissappu;Kab.;Bantaeng;Sulawesi Selatan;;
92451;Bonto Marannu;Uluere;Kab.;Bantaeng;Sulawesi Selatan;;
92451;Bonto Matene;Sinoa;Kab.;Bantaeng;Sulawesi Selatan;;
92451;Bonto Rannu;Uluere;Kab.;Bantaeng;Sulawesi Selatan;;
92451;Bonto Rita;Bissappu;Kab.;Bantaeng;Sulawesi Selatan;;
92451;Bonto Salluang;Bissappu;Kab.;Bantaeng;Sulawesi Selatan;;
92451;Bonto Sunggu;Bissappu;Kab.;Bantaeng;Sulawesi Selatan;;
92451;Bonto Tallasa;Uluere;Kab.;Bantaeng;Sulawesi Selatan;;
92451;Bonto Tangnga;Uluere;Kab.;Bantaeng;Sulawesi Selatan;;
92451;Bonto Tiro;Sinoa;Kab.;Bantaeng;Sulawesi Selatan;;
92461;Bajiminasa;Gantarang Keke (Gantareng Keke);Kab.;Bantaeng;Sulawesi Selatan;;
92461;Balumbung;Tompobulu;Kab.;Bantaeng;Sulawesi Selatan;;
92461;Banyorang;Tompobulu;Kab.;Bantaeng;Sulawesi Selatan;;
92461;Baruga;Pajukukang;Kab.;Bantaeng;Sulawesi Selatan;;
92461;Batu Karaeng;Pajukukang;Kab.;Bantaeng;Sulawesi Selatan;;
92461;Biangkeke;Pajukukang;Kab.;Bantaeng;Sulawesi Selatan;;
92461;Biangloe;Pajukukang;Kab.;Bantaeng;Sulawesi Selatan;;
92461;Bonto Tappalang;Tompobulu;Kab.;Bantaeng;Sulawesi Selatan;;
92461;Bonto-Bontoa;Tompobulu;Kab.;Bantaeng;Sulawesi Selatan;;
92461;Borongloe;Pajukukang;Kab.;Bantaeng;Sulawesi Selatan;;
92461;Campaga;Tompobulu;Kab.;Bantaeng;Sulawesi Selatan;;
92461;Ereng-Ereng;Tompobulu;Kab.;Bantaeng;Sulawesi Selatan;;
92461;Gantarangkeke;Gantarang Keke (Gantareng Keke);Kab.;Bantaeng;Sulawesi Selatan;;
92461;Kaloling;Gantarang Keke (Gantareng Keke);Kab.;Bantaeng;Sulawesi Selatan;;
92461;Labbo;Tompobulu;Kab.;Bantaeng;Sulawesi Selatan;;
92461;Layoa;Gantarang Keke (Gantareng Keke);Kab.;Bantaeng;Sulawesi Selatan;;
92461;Lembang Gantarangkeke;Tompobulu;Kab.;Bantaeng;Sulawesi Selatan;;
92461;Lumpangan;Pajukukang;Kab.;Bantaeng;Sulawesi Selatan;;
92461;Nipa-Nipa;Pajukukang;Kab.;Bantaeng;Sulawesi Selatan;;
92461;Pajukukang;Pajukukang;Kab.;Bantaeng;Sulawesi Selatan;;
92461;Papanloe;Pajukukang;Kab.;Bantaeng;Sulawesi Selatan;;
